cod_municipio;cod_unico_endereco;num_quadra;nom_logradouro;num_endereco;nom_logradouro_adjacente;dim_testada;dim_profundidade
4104501;4104501.100021-0;4104501.100021-0; RUA PARA;1974;;10;20
4104501;4104501.10006-3;4104501.10006-3; RUA MATO GROSSO;1675;;10;20
4104501;4104501.10014-1;4104501.10014-1; RUA PADRE CIRILO;1099;;10;20
4104501;4104501.10022-0;4104501.10022-0; AV. INDEPENDENCIA ;0;;10;20
4104501;4104501.100269-1;4104501.100269-1; AV.  GOV.PEDRO V P DE SOUZA;1264;;10;20
4104501;4104501.10031-1;4104501.10031-1; RUA MINAS GERAIS;1604;;10;20
4104501;4104501.10049-1;4104501.10049-1; AV. INDEPENDENCIA ;86;;10;20
4104501;4104501.10057-0;4104501.10057-0; RUA PADRE CIRILO;1069;;10;20
4104501;4104501.100641-1;4104501.100641-1; RUA BAHIA;971;;10;20
4104501;4104501.10065-1;4104501.10065-1; AV. INDEPENDENCIA ;70;;10;20
4104501;4104501.10065-2;4104501.10065-2; AV. INDEPENDENCIA ;70;;10;20
4104501;4104501.100676-1;4104501.100676-1; RUA ANTONIO NIEHUES;1186;;10;20
4104501;4104501.100676-2;4104501.100676-2; RUA ANTONIO NIEHUES;1186;;10;20
4104501;4104501.100676-3;4104501.100676-3; RUA ANTONIO NIEHUES;1186;;10;20
4104501;4104501.100676-4;4104501.100676-4; RUA ANTONIO NIEHUES;1186;;10;20
4104501;4104501.100692-3;4104501.100692-3; RUA ANTONIO NIEHUES;1161;;10;20
4104501;4104501.1007-0;4104501.1007-0; RUA PADRE CIRILO;0;;10;20
4104501;4104501.100706-1;4104501.100706-1; RUA RIO DE JANEIRO;1461;;10;20
4104501;4104501.100714-1;4104501.100714-1; RUA OTAVIO KISCHNER;1406;;10;20
4104501;4104501.100722-1;4104501.100722-1; RUA OTAVIO KISCHNER;181;;10;20
4104501;4104501.10073-0;4104501.10073-0; RUA PADRE CIRILO;1059;;10;20
4104501;4104501.100773-1;4104501.100773-1; AV. PARANA;1409;;10;20
4104501;4104501.100773-2;4104501.100773-2; AV. PARANA;1409;;10;20
4104501;4104501.100773-3;4104501.100773-3; AV. PARANA;1409;;10;20
4104501;4104501.100773-4;4104501.100773-4; AV. PARANA;1409;;10;20
4104501;4104501.100773-5;4104501.100773-5; AV. PARANA;1409;;10;20
4104501;4104501.100773-6;4104501.100773-6; AV. PARANA;1409;;10;20
4104501;4104501.10081-1;4104501.10081-1; RUA PADRE CIRILO;1033;;10;20
4104501;4104501.100846-1;4104501.100846-1; AV. BRASIL;99;;10;20
4104501;4104501.100846-2;4104501.100846-2; AV. BRASIL;99;;10;20
4104501;4104501.100854-1;4104501.100854-1; RUA PADRE CIRILO;1535;;10;20
4104501;4104501.100862-1;4104501.100862-1; RUA PADRE CIRILO;1463;;10;20
4104501;4104501.100871-1;4104501.100871-1; RUA TAMOIOS;1444;;10;20
4104501;4104501.100889-1;4104501.100889-1; AV. BOTUCARIS ;1812;;10;20
4104501;4104501.100897-1;4104501.100897-1; RUA ANTONIO NIEHUES;320;;10;20
4104501;4104501.10090-1;4104501.10090-1; RUA PADRE CIRILO;1015;;10;20
4104501;4104501.100901-0;4104501.100901-0; AV.  GOV.PEDRO V P DE SOUZA;380;;10;20
4104501;4104501.100919-1;4104501.100919-1; AV. GOV. PEDRO V P DE SOUZA;64;;10;20
4104501;4104501.100927-1;4104501.100927-1; AV. GOV. PEDRO V P DE SOUZA;113;;10;20
4104501;4104501.100943-1;4104501.100943-1; AV. INDEPENDENCIA;894;;10;20
4104501;4104501.100945-1;4104501.100945-1; RUA MATO GROSSO;29;;10;20
4104501;4104501.100946-1;4104501.100946-1; RUA PADRE CIRILO;1747>;;10;20
4104501;4104501.100947-1;4104501.100947-1; RUA OTAVIO FRANCISCO DE MATTOS;1576;;10;20
4104501;4104501.100951-1;4104501.100951-1; RUA OTAVIO FRANCISCO DE MATTOS;1566;;10;20
4104501;4104501.100960-0;4104501.100960-0; RUA AMAMBAY ;1305;;10;20
4104501;4104501.100978-0;4104501.100978-0; RUA AMAMBAY ;1313;;10;20
4104501;4104501.100986-0;4104501.100986-0; RUA AMAMBAY ;1327;;10;20
4104501;4104501.100994-0;4104501.100994-0; TR DONA TEREZA;27;;10;20
4104501;4104501.101001-1;4104501.101001-1; TR DONA TEREZA;39;;10;20
4104501;4104501.101001-2;4104501.101001-2; TR DONA TEREZA;39;;10;20
4104501;4104501.101010-0;4104501.101010-0; RUA AMAMBAY ;1349;;10;20
4104501;4104501.101028-0;4104501.101028-0; TR DONA TEREZA;24;;10;20
4104501;4104501.10103-1;4104501.10103-1; AV. INDEPENDENCIA ;26;;10;20
4104501;4104501.101036-0;4104501.101036-0; TR DONA TEREZA;38;;10;20
4104501;4104501.101044-0;4104501.101044-0; RUA AMAMBAY ;1371;;10;20
4104501;4104501.101061-0;4104501.101061-0; AV. RIO GRANDE DO SUL;2887;;10;20
4104501;4104501.101087-1;4104501.101087-1; RUA OTAVIO FRANCISCO DE MATTOS;180;;10;20
4104501;4104501.101095-1;4104501.101095-1; RUA DR.LEOPOLDO SCHMIDT;23;;10;20
4104501;4104501.10111-1;4104501.10111-1; RUA MINAS GERAIS; ;;10;20
4104501;4104501.101117-0;4104501.101117-0; RUA SANTA CATARINA ;4271;;10;20
4104501;4104501.101125-1;4104501.101125-1; AV. RIO GRANDE DO SUL;510;;10;20
4104501;4104501.101133-1;4104501.101133-1; RUA ITALIA;528;;10;20
4104501;4104501.101141-1;4104501.101141-1; RUA ITALIA;544;;10;20
4104501;4104501.101141-2;4104501.101141-2; RUA ITALIA;544;;10;20
4104501;4104501.101150-1;4104501.101150-1; RUA ITALIA;558;;10;20
4104501;4104501.101168-1;4104501.101168-1; RUA SANTA CATARINA ;4223;;10;20
4104501;4104501.101176-0;4104501.101176-0; RUA OTAVIO FRANCISCO DE MATTOS;35;;10;20
4104501;4104501.101184-1;4104501.101184-1; RUA ZEMIRO BAZZANELLA;779;;10;20
4104501;4104501.101192-1;4104501.101192-1; RUA PADRE CIRILO;2740;;10;20
4104501;4104501.10120-1;4104501.10120-1; RUA TAMOIOS;1080;;10;20
4104501;4104501.10120-2;4104501.10120-2; RUA TAMOIOS;1080;;10;20
4104501;4104501.101206-1;4104501.101206-1; AV. PARANA;361;;10;20
4104501;4104501.101214-0;4104501.101214-0; RUA SANTA CATARINA ;1359;;10;20
4104501;4104501.101222-1;4104501.101222-1; RUA SANTA CATARINA ;4317;;10;20
4104501;4104501.101231-1;4104501.101231-1; RUA CEREJEIRA ;2091;;10;20
4104501;4104501.101231-2;4104501.101231-2; RUA CEREJEIRA ;2091;;10;20
4104501;4104501.101249-1;4104501.101249-1; AV. BOTUCARIS;908;;10;20
4104501;4104501.101257-1;4104501.101257-1; RUA SANTA CATARINA ;1331;;10;20
4104501;4104501.101265-0;4104501.101265-0; RUA SADI BIGATON ;1150;;10;20
4104501;4104501.101273-1;4104501.101273-1; RUA TAMOIOS ;3018;;10;20
4104501;4104501.101281-1;4104501.101281-1; RUA TAMOIOS ;3028;;10;20
4104501;4104501.101290-1;4104501.101290-1; RUA TAMOIOS ;3042;;10;20
4104501;4104501.101303-1;4104501.101303-1; RUA TAMOIOS ;3056;;10;20
4104501;4104501.101311-1;4104501.101311-1; RUA LORENO LAGEMANN;1007;;10;20
4104501;4104501.101320-1;4104501.101320-1; AV. GERALDO FULBER;845;;10;20
4104501;4104501.101338-1;4104501.101338-1; RUA LUIZ GERALDO HOLLEN;1088;;10;20
4104501;4104501.101338-2;4104501.101338-2; RUA LUIZ GERALDO HOLLEN;1088;;10;20
4104501;4104501.101346-0;4104501.101346-0; RUA PARAIBA ;1610;;10;20
4104501;4104501.101354-0;4104501.101354-0; RUA OIAPOS;343;;10;20
4104501;4104501.101362-1;4104501.101362-1; AVENIDA DAS FLORES;1159;;10;20
4104501;4104501.101371-1;4104501.101371-1; AVENIDA DAS FLORES;1145;;10;20
4104501;4104501.10138-1;4104501.10138-1; AV. BRASIL;776;;10;20
4104501;4104501.10138-2;4104501.10138-2; AV. BRASIL;776;;10;20
4104501;4104501.101389-1;4104501.101389-1; RUA SANTA CATARINA ;1349;;10;20
4104501;4104501.101397-1;4104501.101397-1; RUA ELZA BIGATON ILKIU ;1161;;10;20
4104501;4104501.101397-2;4104501.101397-2; RUA ELZA BIGATON ILKIU ;1161;;10;20
4104501;4104501.101401-0;4104501.101401-0; RUA TAPAJOS;82;;10;20
4104501;4104501.101419-1;4104501.101419-1; RUA AIMORES ;807;;10;20
4104501;4104501.101427-1;4104501.101427-1; RUA HERMINIA BARBIERI BIGATON ;1189;;10;20
4104501;4104501.101435-1;4104501.101435-1; RUA HERMINIA BARBIERI BIGATON ;1159;;10;20
4104501;4104501.101443-1;4104501.101443-1; RUA TUPI;1131;;10;20
4104501;4104501.101451-0;4104501.101451-0; RUA LERCY JOAO ROMAN;74;;10;20
4104501;4104501.10146-1;4104501.10146-1; RUA TAMOIOS;1032;;10;20
4104501;4104501.101460-1;4104501.101460-1; RUA SADI BIGATON ;1157;;10;20
4104501;4104501.101478-0;4104501.101478-0; RUA ELZA BIGATON ILKIU ;1170;;10;20
4104501;4104501.101486-0;4104501.101486-0; RUA RISSIERI DEMICHEI;65;;10;20
4104501;4104501.101494-1;4104501.101494-1; RUA SADI BIGATON ;1130;;10;20
4104501;4104501.1015-0;4104501.1015-0; AV. INDEPENDENCIA ;0;;10;20
4104501;4104501.101508-0;4104501.101508-0; RUA DORVALINA ROSO ;721;;10;20
4104501;4104501.101516-0;4104501.101516-0; RUA PALMITAL ;722;;10;20
4104501;4104501.101524-1;4104501.101524-1; RUA TE.FERNANDO DE NORONHA;1729;;10;20
4104501;4104501.101532-1;4104501.101532-1; RUA TE.FERNANDO DE NORONHA;1707;;10;20
4104501;4104501.101532-2;4104501.101532-2; RUA TE.FERNANDO DE NORONHA;1707;;10;20
4104501;4104501.10154-1;4104501.10154-1; RUA AIMORES;1323;;10;20
4104501;4104501.101541-0;4104501.101541-0; RUA TE.FERNANDO DE NORONHA;1715;;10;20
4104501;4104501.101559-1;4104501.101559-1; RUA DR.LEOPOLDO SCHMIDT;152;;10;20
4104501;4104501.101559-2;4104501.101559-2; RUA DR.LEOPOLDO SCHMIDT;152;;10;20
4104501;4104501.101567-1;4104501.101567-1; RUA CARAMURUS;298;;10;20
4104501;4104501.101583-0;4104501.101583-0; RUA CARIRIS;900;;10;20
4104501;4104501.101591-1;4104501.101591-1; RUA TAMOIOS ;745;;10;20
4104501;4104501.101591-3;4104501.101591-3; RUA TAMOIOS ;745;;10;20
4104501;4104501.101613-1;4104501.101613-1; RUA SANTA CATARINA ;4447;;10;20
4104501;4104501.101621-1;4104501.101621-1; RUA TAMOIOS ;771;;10;20
4104501;4104501.101630-1;4104501.101630-1; RUA SEM NOME;799;;10;20
4104501;4104501.101648-1;4104501.101648-1; RUA SEM NOME;596;;10;20
4104501;4104501.101656-1;4104501.101656-1; RUA CARLOS LUDWIG;1026;;10;20
4104501;4104501.101664-0;4104501.101664-0; RUA ESTRADA PRINCIPAL;852;;10;20
4104501;4104501.101672-1;4104501.101672-1; RUA CARLOS LUDWIG;1018;;10;20
4104501;4104501.101681-0;4104501.101681-0; RUA EMILIO JOSE KUNZ;1083;;10;20
4104501;4104501.101699-0;4104501.101699-0; RUA EMILIO JOSE KUNZ;1071;;10;20
4104501;4104501.101702-1;4104501.101702-1; RUA EMILIO JOSE KUNZ;1047;;10;20
4104501;4104501.101711-1;4104501.101711-1; RUA CARLOS LUDWIG;878;;10;20
4104501;4104501.101711-2;4104501.101711-2; RUA CARLOS LUDWIG;878;;10;20
4104501;4104501.101729-1;4104501.101729-1; RUA CARLOS LUDWIG;1098;;10;20
4104501;4104501.101737-1;4104501.101737-1; RUA CARLOS LUDWIG;1084;;10;20
4104501;4104501.101745-1;4104501.101745-1; RUA CARLOS LUDWIG;1072;;10;20
4104501;4104501.101753-1;4104501.101753-1; RUA CARLOS LUDWIG;1060;;10;20
4104501;4104501.101753-2;4104501.101753-2; RUA CARLOS LUDWIG;1060;;10;20
4104501;4104501.101761-1;4104501.101761-1; RUA CARLOS LUDWIG;1048;;10;20
4104501;4104501.101770-1;4104501.101770-1; RUA CARLOS LUDWIG;1034;;10;20
4104501;4104501.101770-2;4104501.101770-2; RUA CARLOS LUDWIG;1034;;10;20
4104501;4104501.101788-0;4104501.101788-0; RUA AIMORES ;770;;10;20
4104501;4104501.101796-0;4104501.101796-0; AV. RIO GRANDE DO SUL;4254;;10;20
4104501;4104501.101800-0;4104501.101800-0; AV. RIO GRANDE DO SUL;4290;;10;20
4104501;4104501.101818-0;4104501.101818-0; RUA AIMORES ;722;;10;20
4104501;4104501.101826-0;4104501.101826-0; RUA AIMORES ;738;;10;20
4104501;4104501.101834-1;4104501.101834-1; RUA AIMORES ;752;;10;20
4104501;4104501.101842-0;4104501.101842-0; AV. RIO GRANDE DO SUL;4270;;10;20
4104501;4104501.101851-1;4104501.101851-1; RUA ITALIA;525;;10;20
4104501;4104501.101869-2;4104501.101869-2; RUA ESTRADA PRINCIPAL;976;;10;20
4104501;4104501.101869-3;4104501.101869-3; RUA ESTRADA PRINCIPAL;976;;10;20
4104501;4104501.101877-1;4104501.101877-1; RUA IPE;1041;;10;20
4104501;4104501.101885-1;4104501.101885-1; RUA IPE;1050;;10;20
4104501;4104501.101885-2;4104501.101885-2; RUA IPE;1050;;10;20
4104501;4104501.10189-1;4104501.10189-1; RUA TAMOIOS;1060;;10;20
4104501;4104501.101893-1;4104501.101893-1; RUA EMILIO JOSE KUNZ;1060;;10;20
4104501;4104501.101907-0;4104501.101907-0; RUA EMILIO JOSE KUNZ;1010;;10;20
4104501;4104501.101915-1;4104501.101915-1; RUA LUIZ CAMPAGNOLO ;1158;;10;20
4104501;4104501.101923-1;4104501.101923-1; RUA LORENO LAGEMANN;13;;10;20
4104501;4104501.101923-2;4104501.101923-2; RUA LORENO LAGEMANN;13;;10;20
4104501;4104501.101931-1;4104501.101931-1; RUA ZEMIRO BAZZANELLA;790;;10;20
4104501;4104501.101940-0;4104501.101940-0; RUA SADI BIGATON ;1010;;10;20
4104501;4104501.101958-0;4104501.101958-0; RUA SANTA CATARINA ;1199;;10;20
4104501;4104501.101966-1;4104501.101966-1; RUA SANTA CATARINA ;1220;;10;20
4104501;4104501.10197-1;4104501.10197-1; AV. BRASIL;804;;10;20
4104501;4104501.101974-0;4104501.101974-0; RUA PITANGUEIRA ;2045;;10;20
4104501;4104501.101982-1;4104501.101982-1; TR PROF.VALDELIRIO MICHEL;579;;10;20
4104501;4104501.101991-1;4104501.101991-1; RUA ALECRIM ;2017;;10;20
4104501;4104501.101991-2;4104501.101991-2; RUA ALECRIM ;2017;;10;20
4104501;4104501.102008-1;4104501.102008-1; RUA ALDO BIGATON;1149;;10;20
4104501;4104501.102016-1;4104501.102016-1; RUA PACURI;1052;;10;20
4104501;4104501.102016-2;4104501.102016-2; RUA PACURI;1052;;10;20
4104501;4104501.102024-1;4104501.102024-1; RUA ANTONIO LORENZETTI;57;;10;20
4104501;4104501.102032-1;4104501.102032-1; RUA SADI BIGATON ;1076;;10;20
4104501;4104501.102041-0;4104501.102041-0; RUA PARIS;474;;10;20
4104501;4104501.102059-1;4104501.102059-1; RUA PARIS;410;;10;20
4104501;4104501.102067-0;4104501.102067-0; RUA PARIS;426;;10;20
4104501;4104501.102075-1;4104501.102075-1; RUA PARIS;444;;10;20
4104501;4104501.102083-1;4104501.102083-1; AV. BOTUCARIS;626;;10;20
4104501;4104501.102091-1;4104501.102091-1; RUA TAMOIOS ;768;;10;20
4104501;4104501.102105-1;4104501.102105-1; RUA TAMOIOS ;3070;;10;20
4104501;4104501.102113-1;4104501.102113-1; AVENIDA DAS FLORES;1131;;10;20
4104501;4104501.102121-1;4104501.102121-1; RUA DORVALINA ROSO ;677;;10;20
4104501;4104501.102130-1;4104501.102130-1; AVENIDA DAS FLORES;1101;;10;20
4104501;4104501.102148-0;4104501.102148-0; AVENIDA DAS FLORES;1047;;10;20
4104501;4104501.102156-0;4104501.102156-0; RUA SADI BIGATON ;1122;;10;20
4104501;4104501.102164-1;4104501.102164-1; RUA ELZA BIGATON ILKIU ;1185;;10;20
4104501;4104501.102164-2;4104501.102164-2; RUA ELZA BIGATON ILKIU ;1185;;10;20
4104501;4104501.102172-0;4104501.102172-0; RUA ELZA BIGATON ILKIU ;1090;;10;20
4104501;4104501.102181-1;4104501.102181-1; AV. PARANA;500;;10;20
4104501;4104501.10219-1;4104501.10219-1; RUA AIMORES;1355;;10;20
4104501;4104501.102199-1;4104501.102199-1; RUA OTAVIO FRANCISCO DE MATTOS;349;;10;20
4104501;4104501.102199-2;4104501.102199-2; RUA OTAVIO FRANCISCO DE MATTOS;349;;10;20
4104501;4104501.102202-1;4104501.102202-1; RUA TAMOIOS ;750;;10;20
4104501;4104501.102211-1;4104501.102211-1; RUA ANTONIO LORENZETTI;77;;10;20
4104501;4104501.102229-1;4104501.102229-1; RUA SANTA CATARINA ;1290;;10;20
4104501;4104501.102237-1;4104501.102237-1; RUA TAMOIOS ;2416;;10;20
4104501;4104501.102245-0;4104501.102245-0; RUA SANTA CATARINA ;4411;;10;20
4104501;4104501.102253-0;4104501.102253-0; RUA ZEMIRO BAZZANELLA;821;;10;20
4104501;4104501.102261-0;4104501.102261-0; RUA TAMOIOS ;;;10;20
4104501;4104501.10227-1;4104501.10227-1; RUA MINAS GERAIS;1406;;10;20
4104501;4104501.10227-2;4104501.10227-2; RUA MINAS GERAIS;1406;;10;20
4104501;4104501.102270-0;4104501.102270-0; RUA TAMOIOS ;780;;10;20
4104501;4104501.102288-1;4104501.102288-1; RUA TAMOIOS ;792;;10;20
4104501;4104501.102288-2;4104501.102288-2; RUA TAMOIOS ;792;;10;20
4104501;4104501.102296-0;4104501.102296-0; RUA TAMOIOS ;810;;10;20
4104501;4104501.1023-1;4104501.1023-1; RUA PADRE CIRILO;2747;;10;20
4104501;4104501.102300-0;4104501.102300-0; RUA ZEMIRO BAZZANELLA;791;;10;20
4104501;4104501.102318-0;4104501.102318-0; AV. RIO GRANDE DO SUL;805;;10;20
4104501;4104501.102326-0;4104501.102326-0; RUA SANTA CATARINA ;4399;;10;20
4104501;4104501.102334-0;4104501.102334-0; RUA SANTA CATARINA ;4385;;10;20
4104501;4104501.102342-0;4104501.102342-0; RUA SANTA CATARINA ;4343;;10;20
4104501;4104501.10235-1;4104501.10235-1; RUA MINAS GERAIS;1368;;10;20
4104501;4104501.102351-0;4104501.102351-0; AV. RIO GRANDE DO SUL;;;10;20
4104501;4104501.102369-1;4104501.102369-1; RUA ZEMIRO BAZZANELLA;740;;10;20
4104501;4104501.102377-0;4104501.102377-0; RUA ZEMIRO BAZZANELLA;782;;10;20
4104501;4104501.102385-1;4104501.102385-1; RUA ZEMIRO BAZZANELLA;808;;10;20
4104501;4104501.102393-0;4104501.102393-0; RUA AIMORES ;725;;10;20
4104501;4104501.102407-0;4104501.102407-0; RUA AIMORES ;739;;10;20
4104501;4104501.102415-0;4104501.102415-0; RUA AIMORES ;751;;10;20
4104501;4104501.102423-0;4104501.102423-0; RUA AIMORES ;767;;10;20
4104501;4104501.10243-1;4104501.10243-1; RUA AIMORES;1327;;10;20
4104501;4104501.102431-1;4104501.102431-1; RUA AIMORES ;777;;10;20
4104501;4104501.102440-0;4104501.102440-0; RUA AIMORES ;799;;10;20
4104501;4104501.102458-0;4104501.102458-0; RUA SANTA CATARINA ;4331;;10;20
4104501;4104501.102466-1;4104501.102466-1; RUA TE.FERNANDO DE NORONHA;1521;;10;20
4104501;4104501.102474-0;4104501.102474-0; RUA TE.FERNANDO DE NORONHA;1645;;10;20
4104501;4104501.102482-0;4104501.102482-0; RUA IPE;1108;;10;20
4104501;4104501.102491-0;4104501.102491-0; RUA IPE;1090;;10;20
4104501;4104501.102504-0;4104501.102504-0; RUA IPE;1078;;10;20
4104501;4104501.10251-1;4104501.10251-1; AV. BRASIL;787;;10;20
4104501;4104501.102512-0;4104501.102512-0; RUA TE.FERNANDO DE NORONHA;1625;;10;20
4104501;4104501.102521-0;4104501.102521-0; RUA TE.FERNANDO DE NORONHA;1611;;10;20
4104501;4104501.102547-0;4104501.102547-0; RUA TE.FERNANDO DE NORONHA;1583;;10;20
4104501;4104501.102555-1;4104501.102555-1; RUA TE.FERNANDO DE NORONHA;1565;;10;20
4104501;4104501.102563-1;4104501.102563-1; RUA TE.FERNANDO DE NORONHA;1551;;10;20
4104501;4104501.102571-0;4104501.102571-0; RUA TE.FERNANDO DE NORONHA;1543;;10;20
4104501;4104501.102580-1;4104501.102580-1; RUA PACURI;1059;;10;20
4104501;4104501.102598-0;4104501.102598-0; RUA PACURI;1045;;10;20
4104501;4104501.10260-1;4104501.10260-1; RUA MATO GROSSO;1181;;10;20
4104501;4104501.102601-1;4104501.102601-1; RUA PACURI;1031;;10;20
4104501;4104501.102610-1;4104501.102610-1; RUA PACURI;1017;;10;20
4104501;4104501.102628-0;4104501.102628-0; RUA PALMITAL ;725;;10;20
4104501;4104501.102636-0;4104501.102636-0; RUA TE.FERNANDO DE NORONHA;1610;;10;20
4104501;4104501.102644-0;4104501.102644-0; RUA TE.FERNANDO DE NORONHA;1520;;10;20
4104501;4104501.102652-0;4104501.102652-0; RUA PALMITAL ;697;;10;20
4104501;4104501.102661-0;4104501.102661-0; RUA PALMITAL ;655;;10;20
4104501;4104501.102679-1;4104501.102679-1; RUA DORVALINA ROSO ;633;;10;20
4104501;4104501.102687-1;4104501.102687-1; RUA PALMITAL ;636;;10;20
4104501;4104501.102695-1;4104501.102695-1; RUA DORVALINA ROSO ;707;;10;20
4104501;4104501.102709-1;4104501.102709-1; RUA DORVALINA ROSO ;685;;10;20
4104501;4104501.102717-1;4104501.102717-1; RUA DORVALINA ROSO ;669;;10;20
4104501;4104501.102717-2;4104501.102717-2; RUA DORVALINA ROSO ;669;;10;20
4104501;4104501.102725-1;4104501.102725-1; RUA DORVALINA ROSO ;651;;10;20
4104501;4104501.102733-0;4104501.102733-0; RUA PALMITAL ;678;;10;20
4104501;4104501.102741-1;4104501.102741-1; RUA PALMITAL ;664;;10;20
4104501;4104501.102750-1;4104501.102750-1; RUA PALMITAL ;650;;10;20
4104501;4104501.102768-1;4104501.102768-1; RUA PACURI;1090;;10;20
4104501;4104501.102776-0;4104501.102776-0; RUA TE.FERNANDO DE NORONHA;1387;;10;20
4104501;4104501.10278-1;4104501.10278-1; AV. BRASIL;859;;10;20
4104501;4104501.10278-2;4104501.10278-2; AV. BRASIL;859;;10;20
4104501;4104501.102784-0;4104501.102784-0; RUA TE.FERNANDO DE NORONHA;14011;;10;20
4104501;4104501.102792-0;4104501.102792-0; RUA JABORANDI;505;;10;20
4104501;4104501.102806-0;4104501.102806-0; AV. RIO GRANDE DO SUL;2645;;10;20
4104501;4104501.102814-1;4104501.102814-1; AV. RIO GRANDE DO SUL;2545;;10;20
4104501;4104501.102822-1;4104501.102822-1; RUA REINALDO LINDEN ;1160;;10;20
4104501;4104501.102831-0;4104501.102831-0; AV. RIO GRANDE DO SUL;2617;;10;20
4104501;4104501.102849-0;4104501.102849-0; AV. RIO GRANDE DO SUL;2611;;10;20
4104501;4104501.102857-0;4104501.102857-0; AV. RIO GRANDE DO SUL;2599;;10;20
4104501;4104501.10286-1;4104501.10286-1; RUA OTAVIO FRANCISCO DE MATTOS;577;;10;20
4104501;4104501.102865-0;4104501.102865-0; AV. RIO GRANDE DO SUL;2585;;10;20
4104501;4104501.102873-0;4104501.102873-0; AV. RIO GRANDE DO SUL;2571;;10;20
4104501;4104501.102881-0;4104501.102881-0; AV. RIO GRANDE DO SUL;2563;;10;20
4104501;4104501.102890-1;4104501.102890-1; RUA DORVALINA ROSO ;710;;10;20
4104501;4104501.102903-1;4104501.102903-1; RUA DORVALINA ROSO ;700;;10;20
4104501;4104501.102911-1;4104501.102911-1; RUA DORVALINA ROSO ;690;;10;20
4104501;4104501.102920-1;4104501.102920-1; RUA DORVALINA ROSO ;674;;10;20
4104501;4104501.102938-0;4104501.102938-0; RUA DORVALINA ROSO ;666;;10;20
4104501;4104501.10294-1;4104501.10294-1; RUA OTAVIO FRANCISCO DE MATTOS;625;;10;20
4104501;4104501.102946-0;4104501.102946-0; RUA DORVALINA ROSO ;648;;10;20
4104501;4104501.102954-1;4104501.102954-1; RUA CEDRO ;1071;;10;20
4104501;4104501.102962-1;4104501.102962-1; RUA CEDRO ;1063;;10;20
4104501;4104501.102962-2;4104501.102962-2; RUA CEDRO ;1063;;10;20
4104501;4104501.102971-1;4104501.102971-1; RUA CEDRO ;1951;;10;20
4104501;4104501.102989-0;4104501.102989-0; RUA CEDRO ;1943;;10;20
4104501;4104501.102997-1;4104501.102997-1; RUA CEDRO ;1929;;10;20
4104501;4104501.103004-1;4104501.103004-1; RUA CEDRO ;1919;;10;20
4104501;4104501.103012-0;4104501.103012-0; RUA CEDRO ;1911;;10;20
4104501;4104501.103021-1;4104501.103021-1; RUA CEDRO ;1903;;10;20
4104501;4104501.103039-1;4104501.103039-1; RUA CEDRO ;1887;;10;20
4104501;4104501.103047-1;4104501.103047-1; RUA CEDRO ;1879;;10;20
4104501;4104501.103055-1;4104501.103055-1; RUA CEDRO ;1871;;10;20
4104501;4104501.103063-1;4104501.103063-1; RUA CEDRO ;1859;;10;20
4104501;4104501.103071-1;4104501.103071-1; RUA CEDRO ;1845;;10;20
4104501;4104501.103071-2;4104501.103071-2; RUA CEDRO ;1845;;10;20
4104501;4104501.10308-0;4104501.10308-0; RUA MATO GROSSO;1237;;10;20
4104501;4104501.103080-1;4104501.103080-1; RUA CEDRO ;1837;;10;20
4104501;4104501.103098-0;4104501.103098-0; RUA CEDRO ;1829;;10;20
4104501;4104501.1031-0;4104501.1031-0; AV. INDEPENDENCIA ;0;;10;20
4104501;4104501.103101-1;4104501.103101-1; RUA CEDRO ;1815;;10;20
4104501;4104501.103110-1;4104501.103110-1; RUA ALAGOAS ;1617;;10;20
4104501;4104501.103128-1;4104501.103128-1; RUA ALAGOAS ;1609;;10;20
4104501;4104501.103136-1;4104501.103136-1; RUA ALAGOAS ;1599;;10;20
4104501;4104501.103136-2;4104501.103136-2; RUA ALAGOAS ;1599;;10;20
4104501;4104501.103144-1;4104501.103144-1; RUA CEDRO ;1950;;10;20
4104501;4104501.103152-1;4104501.103152-1; TRAVESSA ANJICO ;18;;10;20
4104501;4104501.10316-1;4104501.10316-1; RUA MATO GROSSO;1227;;10;20
4104501;4104501.103161-0;4104501.103161-0; RUA CEREJEIRA ;1947;;10;20
4104501;4104501.103179-0;4104501.103179-0; RUA CEREJEIRA ;1070;;10;20
4104501;4104501.103187-0;4104501.103187-0; RUA CEREJEIRA ;1962;;10;20
4104501;4104501.103195-0;4104501.103195-0; RUA CEREJEIRA ;1950;;10;20
4104501;4104501.103209-0;4104501.103209-0; RUA LUIZ CAMPAGNOLO ;1228;;10;20
4104501;4104501.103217-0;4104501.103217-0; RUA HERMINIA BARBIERI BIGATON ;1242;;10;20
4104501;4104501.103225-0;4104501.103225-0; RUA CEREJEIRA ;1944;;10;20
4104501;4104501.103233-1;4104501.103233-1; RUA CEREJEIRA ;1930;;10;20
4104501;4104501.10324-1;4104501.10324-1; RUA MATO GROSSO;1275;;10;20
4104501;4104501.10324-2;4104501.10324-2; RUA MATO GROSSO;1275;;10;20
4104501;4104501.103241-1;4104501.103241-1; RUA CEREJEIRA ;1918;;10;20
4104501;4104501.103250-0;4104501.103250-0; RUA CEREJEIRA ;1810;;10;20
4104501;4104501.103268-0;4104501.103268-0; RUA CEREJEIRA ;1898;;10;20
4104501;4104501.103276-1;4104501.103276-1; RUA CEREJEIRA ;1888;;10;20
