cod_municipio;cod_unico_endereco;num_quadra;nom_logradouro;num_endereco;nom_logradouro_adjacente;dim_testada;dim_profundidade
4104501;4104501.24902-2;4104501.24902-2; RUA MARTIN NOTTAR;239;;10;20
4104501;4104501.24911-0;4104501.24911-0; RUA MARTIN NOTTAR;205;;10;20
4104501;4104501.24929-0;4104501.24929-0; RUA MARTIN NOTTAR;167;;10;20
4104501;4104501.24937-2;4104501.24937-2; AV.  GOV.PEDRO V P DE SOUZA;1502;;10;20
4104501;4104501.24945-1;4104501.24945-1; AV.  GOV.PEDRO V P DE SOUZA;1490;;10;20
4104501;4104501.24953-1;4104501.24953-1; AV.  GOV.PEDRO V P DE SOUZA;1470;;10;20
4104501;4104501.2496-1;4104501.2496-1; RUA PADRE CIRILO;1775>;;10;20
4104501;4104501.24970-1;4104501.24970-1; AV.  GOV.PEDRO V P DE SOUZA;1210;;10;20
4104501;4104501.24988-1;4104501.24988-1; AV. INDEPENDENCIA;585;;10;20
4104501;4104501.24996-1;4104501.24996-1; AV. INDEPENDENCIA;593;;10;20
4104501;4104501.24996-2;4104501.24996-2; AV. INDEPENDENCIA;593;;10;20
4104501;4104501.2500-3;4104501.2500-3; AV. INDEPENDENCIA;844;;10;20
4104501;4104501.25003-1;4104501.25003-1; AV. INDEPENDENCIA;601;;10;20
4104501;4104501.25003-2;4104501.25003-2; AV. INDEPENDENCIA;601;;10;20
4104501;4104501.25011-0;4104501.25011-0; RUA MARTIN NOTTAR;47;;10;20
4104501;4104501.25020-1;4104501.25020-1; RUA MARTIN NOTTAR;57;;10;20
4104501;4104501.25020-2;4104501.25020-2; RUA MARTIN NOTTAR;57;;10;20
4104501;4104501.25038-1;4104501.25038-1; RUA MARTIN NOTTAR;125;;10;20
4104501;4104501.25046-1;4104501.25046-1; RUA TUPINAMBAS;456;;10;20
4104501;4104501.25054-1;4104501.25054-1; AV.  GOV.PEDRO V P DE SOUZA;1298;;10;20
4104501;4104501.25062-2;4104501.25062-2; AV.  GOV.PEDRO V P DE SOUZA;1280;;10;20
4104501;4104501.25071-1;4104501.25071-1; AV.  GOV.PEDRO V P DE SOUZA;1250;;10;20
4104501;4104501.25089-0;4104501.25089-0; AV.  GOV.PEDRO V P DE SOUZA;1529;;10;20
4104501;4104501.25097-0;4104501.25097-0; AV.  GOV.PEDRO V P DE SOUZA;1431;;10;20
4104501;4104501.25101-0;4104501.25101-0; AV. ESPIRITO SANTO;1324;;10;20
4104501;4104501.25119-0;4104501.25119-0; AV.  GOV.PEDRO V P DE SOUZA;0;;10;20
4104501;4104501.25127-0;4104501.25127-0; AV.  GOV.PEDRO V P DE SOUZA;1495;;10;20
4104501;4104501.25135-2;4104501.25135-2; RUA GUAIRACAS;480;;10;20
4104501;4104501.25135-3;4104501.25135-3; RUA GUAIRACAS;480;;10;20
4104501;4104501.25143-1;4104501.25143-1; RUA GUAIRACAS;458;;10;20
4104501;4104501.25143-2;4104501.25143-2; RUA GUAIRACAS;458;;10;20
4104501;4104501.25151-1;4104501.25151-1; AV. ESPIRITO SANTO;1304;;10;20
4104501;4104501.25160-1;4104501.25160-1; RUA TUPINAMBAS;283;;10;20
4104501;4104501.25178-0;4104501.25178-0; RUA TUPINAMBAS;317;;10;20
4104501;4104501.2518-1;4104501.2518-1; RUA PADRE CIRILO;1751;;10;20
4104501;4104501.25186-1;4104501.25186-1; RUA TUPINAMBAS;335;;10;20
4104501;4104501.25194-1;4104501.25194-1; AV.  GOV.PEDRO V P DE SOUZA;1451;;10;20
4104501;4104501.25208-0;4104501.25208-0; AV.  GOV.PEDRO V P DE SOUZA;0;;10;20
4104501;4104501.25216-1;4104501.25216-1; RUA TUPINAMBAS;344;;10;20
4104501;4104501.25224-1;4104501.25224-1; AV. INDEPENDENCIA;505;;10;20
4104501;4104501.25224-2;4104501.25224-2; AV. INDEPENDENCIA;505;;10;20
4104501;4104501.25232-1;4104501.25232-1; AV. INDEPENDENCIA;481;;10;20
4104501;4104501.25241-1;4104501.25241-1; AV. ESPIRITO SANTO;1216;;10;20
4104501;4104501.25241-2;4104501.25241-2; AV. ESPIRITO SANTO;1216;;10;20
4104501;4104501.25259-1;4104501.25259-1; AV. INDEPENDENCIA;441;;10;20
4104501;4104501.25267-1;4104501.25267-1; AV.  GOV.PEDRO V P DE SOUZA;1275;;10;20
4104501;4104501.25275-1;4104501.25275-1; AV.  GOV.PEDRO V P DE SOUZA;1229;;10;20
4104501;4104501.25275-2;4104501.25275-2; AV.  GOV.PEDRO V P DE SOUZA;1229;;10;20
4104501;4104501.25275-3;4104501.25275-3; AV.  GOV.PEDRO V P DE SOUZA;1229;;10;20
4104501;4104501.25305-1;4104501.25305-1; RUA TUPINAMBAS;322;;10;20
4104501;4104501.25305-2;4104501.25305-2; RUA TUPINAMBAS;322;;10;20
4104501;4104501.25313-1;4104501.25313-1; AV. INDEPENDENCIA;447/451/459/463;;10;20
4104501;4104501.25321-1;4104501.25321-1; AV. ESPIRITO SANTO;1188;;10;20
4104501;4104501.25330-1;4104501.25330-1; AV. ESPIRITO SANTO;1168;;10;20
4104501;4104501.2534-1;4104501.2534-1; RUA PADRE CIRILO;1725;;10;20
4104501;4104501.25348-1;4104501.25348-1; AV. ESPIRITO SANTO;1142;;10;20
4104501;4104501.25356-1;4104501.25356-1; AV. ESPIRITO SANTO;1120;;10;20
4104501;4104501.25356-2;4104501.25356-2; AV. ESPIRITO SANTO;1120;;10;20
4104501;4104501.25356-3;4104501.25356-3; AV. ESPIRITO SANTO;1120;;10;20
4104501;4104501.25372-1;4104501.25372-1; RUA MARTIN NOTTAR;197;;10;20
4104501;4104501.25372-2;4104501.25372-2; RUA MARTIN NOTTAR;197;;10;20
4104501;4104501.2542-1;4104501.2542-1; RUA PADRE CIRILO;1810;;10;20
4104501;4104501.2551-1;4104501.2551-1; RUA ALAGOAS;2989;;10;20
4104501;4104501.256-1;4104501.256-1; RUA TAMOIOS ;3166;;10;20
4104501;4104501.2569-1;4104501.2569-1; RUA PADRE CIRILO;1708;;10;20
4104501;4104501.2569-2;4104501.2569-2; RUA PADRE CIRILO;1708;;10;20
4104501;4104501.2577-1;4104501.2577-1; RUA ANTONIO NIEHUES;930;;10;20
4104501;4104501.2585-1;4104501.2585-1; RUA PADRE CIRILO;1794;;10;20
4104501;4104501.2593-1;4104501.2593-1; RUA ALAGOAS;3047;;10;20
4104501;4104501.2593-2;4104501.2593-2; RUA ALAGOAS;3047;;10;20
4104501;4104501.2607-1;4104501.2607-1; RUA TAMOIOS;1857;;10;20
4104501;4104501.2615-1;4104501.2615-1; RUA PADRE CIRILO;1766;;10;20
4104501;4104501.2615-2;4104501.2615-2; RUA PADRE CIRILO;1766;;10;20
4104501;4104501.2623-1;4104501.2623-1; RUA TAMOIOS;1833;;10;20
4104501;4104501.2623-2;4104501.2623-2; RUA TAMOIOS;1833;;10;20
4104501;4104501.2631-0;4104501.2631-0; RUA PADRE CIRILO;1752;;10;20
4104501;4104501.2640-1;4104501.2640-1; RUA TAMOIOS;1809;;10;20
4104501;4104501.2640-2;4104501.2640-2; RUA TAMOIOS;1809;;10;20
4104501;4104501.2658-1;4104501.2658-1; RUA PADRE CIRILO;1730;;10;20
4104501;4104501.2666-2;4104501.2666-2; RUA ANTONIO NIEHUES;938;;10;20
4104501;4104501.2682-1;4104501.2682-1; AV. BRASIL;19;;10;20
4104501;4104501.2691-1;4104501.2691-1; RUA PADRE CIRILO;1675;;10;20
4104501;4104501.27-1;4104501.27-1; RUA PADRE CIRILO;3307;;10;20
4104501;4104501.2704-1;4104501.2704-1; AV. BRASIL;111;;10;20
4104501;4104501.2712-1;4104501.2712-1; AV. BRASIL;77;;10;20
4104501;4104501.272-1;4104501.272-1; RUA TAMOIOS ;3122;;10;20
4104501;4104501.2721-1;4104501.2721-1; RUA PADRE CIRILO;1609;;10;20
4104501;4104501.2739-0;4104501.2739-0; RUA PADRE CIRILO;1615;;10;20
4104501;4104501.2747-1;4104501.2747-1; RUA PADRE CIRILO;1629;;10;20
4104501;4104501.2755-1;4104501.2755-1; AV. BRASIL;39;;10;20
4104501;4104501.2763-1;4104501.2763-1; RUA PADRE CIRILO;1672;;10;20
4104501;4104501.2771-0;4104501.2771-0; RUA ANTONIO NIEHUES;925;;10;20
4104501;4104501.2780-1;4104501.2780-1; RUA PADRE CIRILO;1590;;10;20
4104501;4104501.27944-1;4104501.27944-1; RUA ALAGOAS;2777;;10;20
4104501;4104501.2798-1;4104501.2798-1; RUA BAHIA;912;;10;20
4104501;4104501.2801-1;4104501.2801-1; RUA PADRE CIRILO;1646;;10;20
4104501;4104501.2810-1;4104501.2810-1; RUA ANTONIO NIEHUES;949;;10;20
4104501;4104501.2828-1;4104501.2828-1; RUA TAMOIOS;1711;;10;20
4104501;4104501.2828-2;4104501.2828-2; RUA TAMOIOS;1711;;10;20
4104501;4104501.2836-1;4104501.2836-1; RUA PADRE CIRILO;1632;;10;20
4104501;4104501.2844-1;4104501.2844-1; RUA TAMOIOS;697;;10;20
4104501;4104501.2844-2;4104501.2844-2; RUA TAMOIOS;1697;;10;20
4104501;4104501.2852-0;4104501.2852-0; RUA PADRE CIRILO;1606;;10;20
4104501;4104501.2861-1;4104501.2861-1; RUA TAMOIOS;1671;;10;20
4104501;4104501.2887-1;4104501.2887-1; RUA BAHIA;934;;10;20
4104501;4104501.2895-1;4104501.2895-1; RUA TAMOIOS;1655;;10;20
4104501;4104501.2909-1;4104501.2909-1; AV.  GOV.PEDRO V P DE SOUZA;1080;;10;20
4104501;4104501.2909-2;4104501.2909-2; AV.  GOV.PEDRO V P DE SOUZA;1080;;10;20
4104501;4104501.2909-3;4104501.2909-3; AV.  GOV.PEDRO V P DE SOUZA;1080;;10;20
4104501;4104501.2917-1;4104501.2917-1; AV. BRASIL;140;;10;20
4104501;4104501.2917-2;4104501.2917-2; AV. BRASIL;140;;10;20
4104501;4104501.2925-0;4104501.2925-0; RUA PADRE CIRILO;1530;;10;20
4104501;4104501.2933-0;4104501.2933-0; RUA BAHIA;955;;10;20
4104501;4104501.2941-1;4104501.2941-1; RUA BAHIA;921;;10;20
4104501;4104501.2950-1;4104501.2950-1; RUA BAHIA;889;;10;20
4104501;4104501.2968-1;4104501.2968-1; AV. BRASIL;251;;10;20
4104501;4104501.2976-1;4104501.2976-1; AV.  GOV.PEDRO V P DE SOUZA;922/928;;10;20
4104501;4104501.2984-1;4104501.2984-1; RUA PADRE CIRILO;1510;;10;20
4104501;4104501.299-0;4104501.299-0; RUA TAMOIOS ;3198;;10;20
4104501;4104501.2992-1;4104501.2992-1; RUA BAHIA;933;;10;20
4104501;4104501.3000-1;4104501.3000-1; RUA TAMOIOS;1573;;10;20
4104501;4104501.3000-2;4104501.3000-2; RUA TAMOIOS;1573;;10;20
4104501;4104501.3018-1;4104501.3018-1; RUA PADRE CIRILO;1490;;10;20
4104501;4104501.3018-2;4104501.3018-2; RUA PADRE CIRILO;1490;;10;20
4104501;4104501.302-1;4104501.302-1; RUA DIONISIO WONS;60;;10;20
4104501;4104501.3026-3;4104501.3026-3; RUA TAMOIOS;1567;;10;20
4104501;4104501.3034-1;4104501.3034-1; AV. BRASIL;251;;10;20
4104501;4104501.3034-2;4104501.3034-2; AV. BRASIL;251;;10;20
4104501;4104501.3034-4;4104501.3034-4; AV. BRASIL;251;;10;20
4104501;4104501.3042-0;4104501.3042-0; AV.  GOV.PEDRO V P DE SOUZA;984;;10;20
4104501;4104501.3051-1;4104501.3051-1; RUA TAMOIOS;1541;;10;20
4104501;4104501.3069-1;4104501.3069-1; AV. INDEPENDENCIA;500;;10;20
4104501;4104501.3069-2;4104501.3069-2; AV. INDEPENDENCIA;500;;10;20
4104501;4104501.3077-1;4104501.3077-1; AV.  GOV.PEDRO V P DE SOUZA;1065;;10;20
4104501;4104501.3077-2;4104501.3077-2; AV.  GOV.PEDRO V P DE SOUZA;1065;;10;20
4104501;4104501.3085-0;4104501.3085-0; AV. INDEPENDENCIA;1050;;10;20
4104501;4104501.30864-1;4104501.30864-1; AV. BOTUCARIS;1373;;10;20
4104501;4104501.30929-1;4104501.30929-1; RUA LERCY JOAO ROMAN;88;;10;20
4104501;4104501.30929-2;4104501.30929-2; RUA LERCY JOAO ROMAN;88;;10;20
4104501;4104501.3093-1;4104501.3093-1; RUA PADRE CIRILO;1399;;10;20
4104501;4104501.31003-1;4104501.31003-1; RUA DIONISIO WONS;86>;;10;20
4104501;4104501.31011-1;4104501.31011-1; RUA TAMOIOS ;3144;;10;20
4104501;4104501.31038-1;4104501.31038-1; AV. INDEPENDENCIA;1020;;10;20
4104501;4104501.31054-1;4104501.31054-1; RUA ANTONIO NIEHUES;962;;10;20
4104501;4104501.31062-1;4104501.31062-1; AV. BRASIL;59;;10;20
4104501;4104501.3107-1;4104501.3107-1; RUA PADRE CIRILO;1415/1419;;10;20
4104501;4104501.31089-1;4104501.31089-1; RUA OTAVIO FRANCISCO DE MATTOS;1644;;10;20
4104501;4104501.31097-1;4104501.31097-1; RUA LUIZ GERALDO HOLLEN;1424;;10;20
4104501;4104501.31101-1;4104501.31101-1; RUA ALAGOAS ;2264;;10;20
4104501;4104501.31101-2;4104501.31101-2; RUA ALAGOAS ;2264;;10;20
4104501;4104501.31119-1;4104501.31119-1; RUA OTAVIO FRANCISCO DE MATTOS;1436;;10;20
4104501;4104501.31119-2;4104501.31119-2; RUA OTAVIO FRANCISCO DE MATTOS;1436;;10;20
4104501;4104501.31127-1;4104501.31127-1; AV. UBIRAJARAS;1236;;10;20
4104501;4104501.31127-2;4104501.31127-2; AV. UBIRAJARAS;1236;;10;20
4104501;4104501.31135-0;4104501.31135-0; RUA BAHIA;S/N;;10;20
4104501;4104501.31143-1;4104501.31143-1; AV. ESPIRITO SANTO;921;;10;20
4104501;4104501.3115-1;4104501.3115-1; RUA PADRE CIRILO;1435;;10;20
4104501;4104501.31151-1;4104501.31151-1; RUA AIMORES;1585;;10;20
4104501;4104501.31151-2;4104501.31151-2; RUA AIMORES;1585;;10;20
4104501;4104501.31160-1;4104501.31160-1; RUA AIMORES;1551;;10;20
4104501;4104501.31178-0;4104501.31178-0; RUA MATO GROSSO;0;;10;20
4104501;4104501.31186-1;4104501.31186-1; RUA MATO GROSSO;1635;;10;20
4104501;4104501.31208-1;4104501.31208-1; RUA SANTA CATARINA;3910;;10;20
4104501;4104501.31216-1;4104501.31216-1; RUA SANTA CATARINA ;3396;;10;20
4104501;4104501.31216-2;4104501.31216-2; RUA SANTA CATARINA ;3396;;10;20
4104501;4104501.31224-1;4104501.31224-1; AV. RIO GRANDE DO SUL;3573;;10;20
4104501;4104501.31224-2;4104501.31224-2; AV. RIO GRANDE DO SUL;3573;;10;20
4104501;4104501.3123-1;4104501.3123-1; AV.  GOV.PEDRO V P DE SOUZA;1109;;10;20
4104501;4104501.31232-1;4104501.31232-1; AV. 7 DE SETEMBRO;1068;;10;20
4104501;4104501.31241-1;4104501.31241-1; RUA MARANHAO;349;;10;20
4104501;4104501.31259-1;4104501.31259-1; RUA CEARA;435;;10;20
4104501;4104501.31267-1;4104501.31267-1; RUA PERNAMBUCO;1486;;10;20
4104501;4104501.31267-2;4104501.31267-2; RUA PERNAMBUCO;1486;;10;20
4104501;4104501.31283-1;4104501.31283-1; RUA TAPAJOS;97;;10;20
4104501;4104501.31291-2;4104501.31291-2; RUA ANTONIO NIEHUES;1370;;10;20
4104501;4104501.31305-1;4104501.31305-1; RUA ANTONIO NIEHUES;1375;;10;20
4104501;4104501.31305-2;4104501.31305-2; RUA ANTONIO NIEHUES;1375;;10;20
4104501;4104501.31313-1;4104501.31313-1; RUA MARTIN NOTTAR;89;;10;20
4104501;4104501.31313-2;4104501.31313-2; RUA MARTIN NOTTAR;89;;10;20
4104501;4104501.31321-1;4104501.31321-1; RUA TUPINAMBAS;332;;10;20
4104501;4104501.31330-1;4104501.31330-1; RUA PERNAMBUCO;1060;;10;20
4104501;4104501.31348-1;4104501.31348-1; RUA ANTONIO NIEHUES;974;;10;20
4104501;4104501.31356-1;4104501.31356-1; RUA ANTONIO NIEHUES;950;;10;20
4104501;4104501.31364-1;4104501.31364-1; AV.  GOV.PEDRO V P DE SOUZA;415;;10;20
4104501;4104501.31372-1;4104501.31372-1; RUA AIMORES;1573;;10;20
4104501;4104501.31372-2;4104501.31372-2; RUA AIMORES;1573;;10;20
4104501;4104501.31381-1;4104501.31381-1; AV. INDEPENDENCIA;256;;10;20
4104501;4104501.31399-1;4104501.31399-1; RUA RIO DE JANEIRO;1445;;10;20
4104501;4104501.31402-1;4104501.31402-1; RUA MATO GROSSO;1090;;10;20
4104501;4104501.31411-0;4104501.31411-0; RUA MATO GROSSO;1399;;10;20
4104501;4104501.31429-1;4104501.31429-1; RUA MATO GROSSO;1413;;10;20
4104501;4104501.31429-2;4104501.31429-2; RUA MATO GROSSO;1413;;10;20
4104501;4104501.31437-1;4104501.31437-1; RUA MATO GROSSO;1111;;10;20
4104501;4104501.31445-1;4104501.31445-1; AV. PARANA;1337;;10;20
4104501;4104501.31453-1;4104501.31453-1; RUA MINAS GERAIS;629;;10;20
4104501;4104501.31461-1;4104501.31461-1; RUA DIONISIO WONS;940;;10;20
4104501;4104501.31470-1;4104501.31470-1; RUA BAHIA;888;;10;20
4104501;4104501.31488-1;4104501.31488-1; RUA OTAVIO FRANCISCO DE MATTOS;1063;;10;20
4104501;4104501.31496-1;4104501.31496-1; RUA PARAIBA ;440;;10;20
4104501;4104501.31496-2;4104501.31496-2; RUA PARAIBA ;440;;10;20
4104501;4104501.31500-1;4104501.31500-1; RUA ANTONIO NIEHUES ;210;;10;20
4104501;4104501.31518-1;4104501.31518-1; RUA BAHIA ;323;;10;20
4104501;4104501.31518-2;4104501.31518-2; RUA BAHIA ;323;;10;20
4104501;4104501.31526-1;4104501.31526-1; RUA TAMOIOS;1632;;10;20
4104501;4104501.31542-1;4104501.31542-1; AV. RIO GRANDE DO SUL;3367;;10;20
4104501;4104501.31551-1;4104501.31551-1; RUA TUPINAMBAS;30;;10;20
4104501;4104501.31569-2;4104501.31569-2; RUA TUPINAMBAS;20;;10;20
4104501;4104501.31569-3;4104501.31569-3; RUA TUPINAMBAS;20;;10;20
4104501;4104501.31569-5;4104501.31569-5; RUA TUPINAMBAS;20;;10;20
4104501;4104501.31577-1;4104501.31577-1; RUA MATO GROSSO;1798;;10;20
4104501;4104501.31577-2;4104501.31577-2; RUA MATO GROSSO;1798;;10;20
4104501;4104501.3158-1;4104501.3158-1; RUA PADRE CIRILO;1453;;10;20
4104501;4104501.31585-2;4104501.31585-2; RUA PIAUI;980;;10;20
4104501;4104501.31593-1;4104501.31593-1; RUA RIO GRANDE DO NORTE;1399;;10;20
4104501;4104501.31607-1;4104501.31607-1; RUA PERNAMBUCO;1739;;10;20
4104501;4104501.31615-1;4104501.31615-1; RUA OTAVIO FRANCISCO DE MATTOS;1606;;10;20
4104501;4104501.31623-1;4104501.31623-1; AV. GOV. PEDRO V P DE SOUZA;320;;10;20
4104501;4104501.31631-1;4104501.31631-1; RUA TERRITORIO DO ACRE;867;;10;20
4104501;4104501.31640-1;4104501.31640-1; RUA BAHIA;922;;10;20
4104501;4104501.31658-1;4104501.31658-1; AV. BRASIL;375;;10;20
4104501;4104501.3166-1;4104501.3166-1; AV. ESPIRITO SANTO;1034;;10;20
4104501;4104501.31666-1;4104501.31666-1; AV. BRASIL;389;;10;20
4104501;4104501.31674-1;4104501.31674-1; AV. BOTUCARIS;1369;;10;20
4104501;4104501.31682-1;4104501.31682-1; AV. GERALDO FULBER;815;;10;20
4104501;4104501.31691-0;4104501.31691-0; RUA BAHIA;544;;10;20
4104501;4104501.31704-1;4104501.31704-1; AV. GOV. PEDRO V P DE SOUZA;272;;10;20
4104501;4104501.31712-1;4104501.31712-1; AV. ESPIRITO SANTO;406;;10;20
4104501;4104501.31721-1;4104501.31721-1; RUA LUIZ GERALDO HOLLEN;823;;10;20
4104501;4104501.31739-1;4104501.31739-1; RUA PADRE CIRILO;1126;;10;20
4104501;4104501.3174-1;4104501.3174-1; AV. ESPIRITO SANTO;1008;;10;20
4104501;4104501.3174-2;4104501.3174-2; AV. ESPIRITO SANTO;1008;;10;20
4104501;4104501.31747-1;4104501.31747-1; RUA OTAVIO FRANCISCO DE MATTOS;725;;10;20
4104501;4104501.31747-2;4104501.31747-2; RUA OTAVIO FRANCISCO DE MATTOS;725;;10;20
4104501;4104501.31755-1;4104501.31755-1; RUA LUIZ GERALDO HOLLEN;544;;10;20
4104501;4104501.31771-1;4104501.31771-1; RUA OTAVIO FRANCISCO DE MATTOS;578;;10;20
4104501;4104501.31771-2;4104501.31771-2; RUA OTAVIO FRANCISCO DE MATTOS;578;;10;20
4104501;4104501.31780-1;4104501.31780-1; RUA OTAVIO KISCHNER;1350;;10;20
4104501;4104501.31798-1;4104501.31798-1; RUA OTAVIO KISCHNER;1427;;10;20
4104501;4104501.31801-0;4104501.31801-0; RUA OTAVIO KISCHNER;1417;;10;20
4104501;4104501.31810-1;4104501.31810-1; AV. UBIRAJARAS;72;;10;20
4104501;4104501.3182-1;4104501.3182-1; AV. ESPIRITO SANTO;986;;10;20
4104501;4104501.31836-1;4104501.31836-1; AV. INDEPENDENCIA;233;;10;20
4104501;4104501.31844-1;4104501.31844-1; RUA TAPAJOS;1265;;10;20
4104501;4104501.31844-2;4104501.31844-2; RUA TAPAJOS;1265;;10;20
4104501;4104501.31852-1;4104501.31852-1; RUA DIONISIO WONS;869;;10;20
4104501;4104501.31861-1;4104501.31861-1; AV. 7 DE SETEMBRO;751;;10;20
4104501;4104501.31879-1;4104501.31879-1; RUA TAPAJOS;787;;10;20
4104501;4104501.31879-2;4104501.31879-2; RUA TAPAJOS;787;;10;20
4104501;4104501.31879-3;4104501.31879-3; RUA TAPAJOS;787;;10;20
4104501;4104501.31887-1;4104501.31887-1; RUA ALAGOAS;3428;;10;20
4104501;4104501.31895-1;4104501.31895-1; RUA MATO GROSSO;1632;;10;20
4104501;4104501.31895-2;4104501.31895-2; RUA MATO GROSSO;1632;;10;20
4104501;4104501.31909-1;4104501.31909-1; AV. BOTUCARIS ;1569;;10;20
4104501;4104501.3191-1;4104501.3191-1; AV. BRASIL;306;;10;20
4104501;4104501.31917-1;4104501.31917-1; RUA TAMOIOS;2021;;10;20
4104501;4104501.31925-1;4104501.31925-1; RUA TAMOIOS;537;;10;20
4104501;4104501.31941-1;4104501.31941-1; RUA AIMORES;1472;;10;20
4104501;4104501.31968-1;4104501.31968-1; RUA OIAPOS;914;;10;20
4104501;4104501.31976-1;4104501.31976-1; RUA LORENO LAGEMANN;461;;10;20
4104501;4104501.31984-1;4104501.31984-1; RUA GUAIRACAS;2099;;10;20
4104501;4104501.31992-1;4104501.31992-1; RUA MARANHAO;619;;10;20
4104501;4104501.32018-3;4104501.32018-3; RUA TAPAJOS;1093;;10;20
4104501;4104501.32026-1;4104501.32026-1; RUA ANTONIO NIEHUES;1244;;10;20
4104501;4104501.32026-2;4104501.32026-2; RUA ANTONIO NIEHUES;1244;;10;20
4104501;4104501.3204-2;4104501.3204-2; RUA PADRE CIRILO;1452;;10;20
4104501;4104501.32042-1;4104501.32042-1; AV. ESPIRITO SANTO;281;;10;20
4104501;4104501.32051-1;4104501.32051-1; RUA ANTONIO NIEHUES;982;;10;20
4104501;4104501.32069-1;4104501.32069-1; RUA RIO GRANDE DO NORTE;277;;10;20
4104501;4104501.32069-2;4104501.32069-2; RUA RIO GRANDE DO NORTE;277;;10;20
4104501;4104501.32077-1;4104501.32077-1; RUA PARAIBA ;393;;10;20
4104501;4104501.32085-1;4104501.32085-1; RUA LUIZ GERALDO HOLLEN;1267;;10;20
4104501;4104501.32085-2;4104501.32085-2; RUA LUIZ GERALDO HOLLEN;1267;;10;20
4104501;4104501.32093-1;4104501.32093-1; AV. UBIRAJARAS;1393>;;10;20
4104501;4104501.32107-1;4104501.32107-1; RUA ALAGOAS;2908;;10;20
4104501;4104501.32115-1;4104501.32115-1; RUA ALAGOAS;2886;;10;20
4104501;4104501.3212-1;4104501.3212-1; AV. BRASIL;366;;10;20
4104501;4104501.32123-1;4104501.32123-1; RUA ALAGOAS;2874;;10;20
4104501;4104501.32131-1;4104501.32131-1; RUA ALAGOAS;2862;;10;20
4104501;4104501.32140-1;4104501.32140-1; AV. ESPIRITO SANTO;701;;10;20
4104501;4104501.32166-1;4104501.32166-1; RUA MATO GROSSO;1685;;10;20
4104501;4104501.32174-1;4104501.32174-1; RUA PADRE CIRILO;1009;;10;20
4104501;4104501.32182-1;4104501.32182-1; RUA MATO GROSSO;1129;;10;20
4104501;4104501.32191-2;4104501.32191-2; RUA MATO GROSSO;797;;10;20
4104501;4104501.32204-3;4104501.32204-3; RUA MATO GROSSO;793;;10;20
4104501;4104501.3221-1;4104501.3221-1; AV. ESPIRITO SANTO;934;;10;20
4104501;4104501.3221-2;4104501.3221-2; AV. ESPIRITO SANTO;934;;10;20
4104501;4104501.32212-1;4104501.32212-1; RUA OTAVIO KISCHNER;1315;;10;20
4104501;4104501.32212-2;4104501.32212-2; RUA OTAVIO KISCHNER;1315;;10;20
4104501;4104501.32221-1;4104501.32221-1; AV. UBIRAJARAS;443;;10;20
4104501;4104501.32221-3;4104501.32221-3; AV. UBIRAJARAS;443;;10;20
4104501;4104501.32239-2;4104501.32239-2; RUA SANTA CATARINA ;3332;;10;20
4104501;4104501.32247-1;4104501.32247-1; RUA OIAPOS;424;;10;20
4104501;4104501.32255-1;4104501.32255-1; AV. BRASIL;1538;;10;20
4104501;4104501.32263-1;4104501.32263-1; RUA TAPAJOS;935;;10;20
4104501;4104501.32271-10;4104501.32271-10; AV. 7 DE SETEMBRO;549;;10;20
4104501;4104501.32271-4;4104501.32271-4; AV. 7 DE SETEMBRO;549;;10;20
4104501;4104501.32271-7;4104501.32271-7; AV. 7 DE SETEMBRO;549;;10;20
4104501;4104501.32271-8;4104501.32271-8; AV. 7 DE SETEMBRO;549;;10;20
4104501;4104501.32280-1;4104501.32280-1; RUA PIAUI;979;;10;20
4104501;4104501.32298-1;4104501.32298-1; RUA TAPAJOS;484;;10;20
4104501;4104501.32301-1;4104501.32301-1; RUA GUARANY;85;;10;20
4104501;4104501.32310-1;4104501.32310-1; CAPANEMA ;472;;10;20
4104501;4104501.32328-2;4104501.32328-2; RUA MARANHAO;40;;10;20
4104501;4104501.32328-3;4104501.32328-3; RUA MARANHAO;40;;10;20
4104501;4104501.32336-1;4104501.32336-1; AV. INDEPENDENCIA;882;;10;20
4104501;4104501.32344-1;4104501.32344-1; AV. PARANA;319;;10;20
4104501;4104501.32352-1;4104501.32352-1; TR IGUACU ;50;;10;20
4104501;4104501.32361-1;4104501.32361-1; RUA RIO DE JANEIRO;1715;;10;20
4104501;4104501.32379-1;4104501.32379-1; RUA PARA;917;;10;20
4104501;4104501.32387-1;4104501.32387-1; AV. INDEPENDENCIA;882;;10;20
4104501;4104501.3239-1;4104501.3239-1; AV. BRASIL;398;;10;20
4104501;4104501.32409-1;4104501.32409-1; AV. ESPIRITO SANTO;1053;;10;20
4104501;4104501.32417-0;4104501.32417-0; AV. ESPIRITO SANTO;655;;10;20
4104501;4104501.32425-1;4104501.32425-1; RUA MATO GROSSO;182;;10;20
4104501;4104501.32433-1;4104501.32433-1; RUA MATO GROSSO;170;;10;20
4104501;4104501.32433-2;4104501.32433-2; RUA MATO GROSSO;170;;10;20
4104501;4104501.32441-1;4104501.32441-1; RUA OTAVIO KISCHNER;520;;10;20
4104501;4104501.32450-1;4104501.32450-1; RUA CARIJOS;127;;10;20
4104501;4104501.32468-1;4104501.32468-1; RUA DIONISIO WONS;784;;10;20
4104501;4104501.3247-1;4104501.3247-1; AV. ESPIRITO SANTO;924;;10;20
