COD_UNICO_ENDERECO;COD_UF;COD_MUNICIPIO;COD_DISTRITO;COD_SUBDISTRITO;COD_SETOR;NUM_QUADRA;NUM_FACE;CEP;DSC_LOCALIDADE;NOM_TIPO_SEGLOGR;NOM_TITULO_SEGLOGR;NOM_SEGLOGR;NUM_ENDERECO;DSC_MODIFICADOR;NOM_COMP_ELEM1;VAL_COMP_ELEM1;NOM_COMP_ELEM2;VAL_COMP_ELEM2;NOM_COMP_ELEM3;VAL_COMP_ELEM3;NOM_COMP_ELEM4;VAL_COMP_ELEM4;NOM_COMP_ELEM5;VAL_COMP_ELEM5;LATITUDE;LONGITUDE;NV_GEO_COORD;COD_ESPECIE;DSC_ESTABELECIMENTO;COD_INDICADOR_ESTAB_ENDERECO;COD_INDICADOR_CONST_ENDERECO;COD_INDICADOR_FINALIDADE_CONST;COD_TIPO_ESPECI
110212244;43;4309803;430980305;43098030500;430980305000006P;0;8;99940000;NAVEGANTES;ESTRADA;;RS 467 IBIACA A TAPEJARA;0;SN;;;;;;;;;;;-28.058854;-51.914276;1;3;;1;;;
72783235;43;4309803;430980305;43098030500;430980305000006P;0;8;99940000;NAVEGANTES;ESTRADA;;RS 467 IBIACA A TAPEJARA;0;SN;;;;;;;;;;;-28.048659;-51.898014;1;3;;1;;;
72783235;43;4309803;430980305;43098030500;430980305000006P;0;8;99940000;NAVEGANTES;ESTRADA;;RS 467 IBIACA A TAPEJARA;0;SN;;;;;;;;;;;-28.048659;-51.898014;1;1;;;;;101
72783219;43;4309803;430980305;43098030500;430980305000006P;0;8;99940000;NAVEGANTES;ESTRADA;;RS 467 IBIACA A TAPEJARA;0;SN;;;;;;;;;;;-28.058887;-51.914334;1;1;;;;;101
72783219;43;4309803;430980305;43098030500;430980305000006P;0;8;99940000;NAVEGANTES;ESTRADA;;RS 467 IBIACA A TAPEJARA;0;SN;;;;;;;;;;;-28.058887;-51.914334;1;3;;1;;;
72783240;43;4309803;430980305;43098030500;430980305000006P;0;8;99940000;NAVEGANTES;ESTRADA;;RS 467 IBIACA A TAPEJARA;0;SN;;;;;;;;;;;-28.046750;-51.893673;1;3;;1;;;
72783240;43;4309803;430980305;43098030500;430980305000006P;0;8;99940000;NAVEGANTES;ESTRADA;;RS 467 IBIACA A TAPEJARA;0;SN;;;;;;;;;;;-28.046750;-51.893673;1;1;;;;;101
224368420;43;4309803;430980305;43098030500;430980305000009P;26;12;99940000;CENTRO;RUA;;SETE DE SETEMBRO;0;SN;;;;;;;;;;;-28.052849;-51.857980;1;1;;;;;101
72782095;43;4309803;430980305;43098030500;430980305000009P;26;12;99940000;CENTRO;RUA;;SETE DE SETEMBRO;0;SN;;;;;;;;;;;-28.052728;-51.858157;1;6;RESTAURANTE DA SKINNA;1;;;
72782096;43;4309803;430980305;43098030500;430980305000009P;26;12;99940000;CENTRO;RUA;;SETE DE SETEMBRO;0;SN;FUNDOS;;;;;;;;;;-28.052735;-51.858009;1;6;A VARANDA MASSAS;1;;;
72782093;43;4309803;430980305;43098030500;430980305000009P;26;12;99940000;CENTRO;RUA;;SETE DE SETEMBRO;677;;;;;;;;;;;;-28.052931;-51.857850;1;1;;;;;101
72782092;43;4309803;430980305;43098030500;430980305000009P;26;12;99940000;CENTRO;RUA;;SETE DE SETEMBRO;661;;;;;;;;;;;;-28.052942;-51.857736;1;1;;;;;101
72781571;43;4309803;430980305;43098030500;430980305000009P;6;1;99940000;CENTRO;RUA;;SETE DE SETEMBRO;176;;FUNDOS;;;;;;;;;;-28.054792;-51.853343;1;1;;;;;101
72781570;43;4309803;430980305;43098030500;430980305000009P;6;1;99940000;CENTRO;RUA;;SETE DE SETEMBRO;176;;FRENTE;;;;;;;;;;-28.054762;-51.853279;1;6;CHAPEACAO E PINTURA MAURO CAR;1;;;
72781567;43;4309803;430980305;43098030500;430980305000009P;6;1;99940000;CENTRO;RUA;;SETE DE SETEMBRO;0;SN;;;;;;;;;;;-28.054823;-51.853186;1;6;AUTO ELETRICA PIOVEZAN;1;;;
224368110;43;4309803;430980305;43098030500;430980305000009P;6;1;99940000;CENTRO;RUA;;SETE DE SETEMBRO;176;;ANDAR;1;;;;;;;;;-28.054819;-51.853368;1;6;SALAO DE BELEZA;1;;;
224368109;43;4309803;430980305;43098030500;430980305000009P;6;1;99940000;CENTRO;RUA;;SETE DE SETEMBRO;208;;SALA;2;;;;;;;;;-28.054655;-51.853718;1;6;VAZIO;1;;;
224368108;43;4309803;430980305;43098030500;430980305000009P;6;1;99940000;CENTRO;RUA;;SETE DE SETEMBRO;208;;;;;;;;;;;;-28.054661;-51.853708;1;6;BUSIN MOTORS;1;;;
72781569;43;4309803;430980305;43098030500;430980305000009P;6;1;99940000;CENTRO;RUA;;SETE DE SETEMBRO;154;;;;;;;;;;;;-28.054899;-51.853146;1;1;;;;;101
72781568;43;4309803;430980305;43098030500;430980305000009P;6;1;99940000;CENTRO;RUA;;SETE DE SETEMBRO;154;;PORAO;;;;;;;;;;-28.054726;-51.853277;1;6;CHAPEACAO DO BELAU;1;;;
72783223;43;4309803;430980305;43098030500;430980305000006P;0;41;99940000;NAVEGANTES;ESTRADA;;RS 467 IBIACA A TAPEJARA;0;SN;;;;;;;;;;;-28.050494;-51.913540;1;6;USINA ELETRICA;1;;;
210946619;43;4309803;430980305;43098030500;430980305000006P;0;41;99940000;NAVEGANTES;ESTRADA;;RS 467 IBIACA A TAPEJARA;0;SN;;;;;;;;;;;-28.056658;-51.909766;1;1;;;;;101
210946626;43;4309803;430980305;43098030500;430980305000006P;0;41;99940000;NAVEGANTES;ESTRADA;;RS 467 IBIACA A TAPEJARA;0;SN;;;;;;;;;;;-28.056042;-51.900742;1;1;;;;;101
210946631;43;4309803;430980305;43098030500;430980305000006P;0;41;99940000;NAVEGANTES;ESTRADA;;RS 467 IBIACA A TAPEJARA;0;SN;;;;;;;;;;;-28.056658;-51.905864;5;6;METALURGICA CORSO;1;;;
210946631;43;4309803;430980305;43098030500;430980305000006P;0;41;99940000;NAVEGANTES;ESTRADA;;RS 467 IBIACA A TAPEJARA;0;SN;;;;;;;;;;;-28.056658;-51.905864;5;1;;;;;101
210946617;43;4309803;430980305;43098030500;430980305000006P;0;41;99940000;NAVEGANTES;ESTRADA;;RS 467 IBIACA A TAPEJARA;0;SN;;;;;;;;;;;-28.052531;-51.913015;1;1;;;;;101
210946632;43;4309803;430980305;43098030500;430980305000006P;0;41;99940000;NAVEGANTES;ESTRADA;;RS 467 IBIACA A TAPEJARA;0;SN;;;;;;;;;;;-28.057359;-51.869879;1;1;;;;;101
210946624;43;4309803;430980305;43098030500;430980305000006P;0;41;99940000;NAVEGANTES;ESTRADA;;RS 467 IBIACA A TAPEJARA;0;SN;;;;;;;;;;;-28.057707;-51.905864;1;1;;;;;101
72783220;43;4309803;430980305;43098030500;430980305000006P;0;41;99940000;NAVEGANTES;ESTRADA;;RS 467 IBIACA A TAPEJARA;0;SN;;;;;;;;;;;-28.056409;-51.918494;1;1;;;;;101
72783220;43;4309803;430980305;43098030500;430980305000006P;0;41;99940000;NAVEGANTES;ESTRADA;;RS 467 IBIACA A TAPEJARA;0;SN;;;;;;;;;;;-28.056409;-51.918494;1;3;;1;;;
72783226;43;4309803;430980305;43098030500;430980305000006P;0;41;99940000;NAVEGANTES;ESTRADA;;RS 467 IBIACA A TAPEJARA;0;SN;;;;;;;;;;;-28.056675;-51.902615;1;6;IGREJA;1;;;
72783233;43;4309803;430980305;43098030500;430980305000006P;0;41;99940000;NAVEGANTES;ESTRADA;;RS 467 IBIACA A TAPEJARA;0;SN;;;;;;;;;;;-28.058151;-51.906295;1;1;;;;;101
72783233;43;4309803;430980305;43098030500;430980305000006P;0;41;99940000;NAVEGANTES;ESTRADA;;RS 467 IBIACA A TAPEJARA;0;SN;;;;;;;;;;;-28.058151;-51.906295;1;3;PRODUCAO DE GRAOS;1;;;
72783222;43;4309803;430980305;43098030500;430980305000006P;0;41;99940000;NAVEGANTES;ESTRADA;;RS 467 IBIACA A TAPEJARA;0;SN;;;;;;;;;;;-28.052533;-51.913057;1;1;;;;;101
72783222;43;4309803;430980305;43098030500;430980305000006P;0;41;99940000;NAVEGANTES;ESTRADA;;RS 467 IBIACA A TAPEJARA;0;SN;;;;;;;;;;;-28.052533;-51.913057;1;3;;1;;;
210946621;43;4309803;430980305;43098030500;430980305000006P;0;41;99940000;NAVEGANTES;ESTRADA;;RS 467 IBIACA A TAPEJARA;0;SN;;;;;;;;;;;-28.057796;-51.905261;1;6;SALAO;1;;;
210946629;43;4309803;430980305;43098030500;430980305000006P;0;41;99940000;NAVEGANTES;ESTRADA;;RS 467 IBIACA A TAPEJARA;0;SN;;;;;;;;;;;-28.055821;-51.895821;1;6;PARADOURO 467;1;;;
210946629;43;4309803;430980305;43098030500;430980305000006P;0;41;99940000;NAVEGANTES;ESTRADA;;RS 467 IBIACA A TAPEJARA;0;SN;;;;;;;;;;;-28.055821;-51.895821;1;1;;;;;101
72783216;43;4309803;430980305;43098030500;430980305000006P;0;41;99940000;NAVEGANTES;ESTRADA;;RS 467 IBIACA A TAPEJARA;0;SN;;;;;;;;;;;-28.065706;-51.895862;1;1;;;;;101
72783216;43;4309803;430980305;43098030500;430980305000006P;0;41;99940000;NAVEGANTES;ESTRADA;;RS 467 IBIACA A TAPEJARA;0;SN;;;;;;;;;;;-28.065706;-51.895862;1;3;;1;;;
72782132;43;4309803;430980305;43098030500;430980305000009P;31;3;99940000;CENTRO;RUA;;SETE DE SETEMBRO;6;;;;;;;;;;;;-28.053459;-51.856380;1;1;;;;;102
72783112;43;4309803;430980305;43098030500;430980305000005P;0;7;99940000;LINHA ROSSI;ESTRADA;;IBIACA A RIO TELHA;0;SN;;;;;;;;;;;-28.077447;-51.865962;1;1;;;;;101
72783112;43;4309803;430980305;43098030500;430980305000005P;0;7;99940000;LINHA ROSSI;ESTRADA;;IBIACA A RIO TELHA;0;SN;;;;;;;;;;;-28.077447;-51.865962;1;3;AGRICULTURA;1;;;
72783114;43;4309803;430980305;43098030500;430980305000005P;0;7;99940000;LINHA ROSSI;ESTRADA;;IBIACA A RIO TELHA;0;SN;;;;;;;;;;;-28.087947;-51.859661;1;3;AGRICULTURA;1;;;
72782128;43;4309803;430980305;43098030500;430980305000009P;31;3;99940000;CENTRO;RUA;;SETE DE SETEMBRO;1;;;;;;;;;;;;-28.053339;-51.856803;1;1;;;;;101
208661179;43;4309803;430980305;43098030500;430980305000005P;0;7;99940000;LINHA ROSSI;ESTRADA;;IBIACA A RIO TELHA;0;SN;;;;;;;;;;;-28.077851;-51.863842;1;3;GALPAO;1;;;
72782134;43;4309803;430980305;43098030500;430980305000009P;31;3;99940000;CENTRO;RUA;;SETE DE SETEMBRO;8;;;;;;;;;;;;-28.053501;-51.856214;1;1;;;;;102
72783117;43;4309803;430980305;43098030500;430980305000005P;0;7;99940000;LINHA ROSSI;ESTRADA;;IBIACA A RIO TELHA;0;SN;CASA;;;;;;;;;;-28.078685;-51.861401;1;1;;;;;101
113128353;43;4309803;430980305;43098030500;430980305000005P;0;7;99940000;LINHA ROSSI;ESTRADA;;IBIACA A RIO TELHA;0;SN;;;;;;;;;;;-28.087226;-51.861678;1;3;;1;;;
72783111;43;4309803;430980305;43098030500;430980305000005P;0;7;99940000;LINHA ROSSI;ESTRADA;;IBIACA A RIO TELHA;0;SN;;;;;;;;;;;-28.088372;-51.871262;1;1;;;;;101
72783111;43;4309803;430980305;43098030500;430980305000005P;0;7;99940000;LINHA ROSSI;ESTRADA;;IBIACA A RIO TELHA;0;SN;;;;;;;;;;;-28.088372;-51.871262;1;3;;1;;;
72783110;43;4309803;430980305;43098030500;430980305000005P;0;7;99940000;LINHA ROSSI;ESTRADA;;IBIACA A RIO TELHA;0;SN;;;;;;;;;;;-28.088124;-51.872581;1;1;;;;;101
72783110;43;4309803;430980305;43098030500;430980305000005P;0;7;99940000;LINHA ROSSI;ESTRADA;;IBIACA A RIO TELHA;0;SN;;;;;;;;;;;-28.088124;-51.872581;1;3;;1;;;
208814210;43;4309803;430980305;43098030500;430980305000008P;15;14;99940000;CENTRO;RUA;;D;0;SN;;;;;;;;;;;-28.049314;-51.862451;1;5;POSTO MUNICIPAL DA SAUDE VILA NOVA;1;;;
208661177;43;4309803;430980305;43098030500;430980305000005P;0;7;99940000;LINHA ROSSI;ESTRADA;;IBIACA A RIO TELHA;0;SN;;;;;;;;;;;-28.077698;-51.861687;1;3;CHACARA AGROPECUARIA;1;;;
208661177;43;4309803;430980305;43098030500;430980305000005P;0;7;99940000;LINHA ROSSI;ESTRADA;;IBIACA A RIO TELHA;0;SN;;;;;;;;;;;-28.077698;-51.861687;1;1;;;;;101
72782126;43;4309803;430980305;43098030500;430980305000009P;31;3;99940000;CENTRO;RUA;;SETE DE SETEMBRO;0;SN;;;;;;;;;;;-28.053288;-51.856956;1;6;DEPOSITO;1;;;
72782130;43;4309803;430980305;43098030500;430980305000009P;31;3;99940000;CENTRO;RUA;;SETE DE SETEMBRO;3;;;;;;;;;;;;-28.053381;-51.856662;1;1;;;;;102
72782133;43;4309803;430980305;43098030500;430980305000009P;31;3;99940000;CENTRO;RUA;;SETE DE SETEMBRO;7;;;;;;;;;;;;-28.053511;-51.856312;1;1;;;;;102
208661178;43;4309803;430980305;43098030500;430980305000005P;0;7;99940000;LINHA ROSSI;ESTRADA;;IBIACA A RIO TELHA;0;SN;;;;;;;;;;;-28.077686;-51.862909;1;3;GALPAO;1;;;
110212272;43;4309803;430980305;43098030500;430980305000005P;0;7;99940000;LINHA ROSSI;ESTRADA;;IBIACA A RIO TELHA;0;SN;;;;;;;;;;;-28.079719;-51.859281;1;1;;;;;101
110212272;43;4309803;430980305;43098030500;430980305000005P;0;7;99940000;LINHA ROSSI;ESTRADA;;IBIACA A RIO TELHA;0;SN;;;;;;;;;;;-28.079719;-51.859281;1;3;;1;;;
72782129;43;4309803;430980305;43098030500;430980305000009P;31;3;99940000;CENTRO;RUA;;SETE DE SETEMBRO;2;;;;;;;;;;;;-28.053316;-51.856691;1;1;;;;;102
110212273;43;4309803;430980305;43098030500;430980305000005P;0;7;99940000;LINHA ROSSI;ESTRADA;;IBIACA A RIO TELHA;0;SN;;;;;;;;;;;-28.078166;-51.861480;1;1;;;;;101
110212273;43;4309803;430980305;43098030500;430980305000005P;0;7;99940000;LINHA ROSSI;ESTRADA;;IBIACA A RIO TELHA;0;SN;;;;;;;;;;;-28.078166;-51.861480;1;3;;1;;;
72782131;43;4309803;430980305;43098030500;430980305000009P;31;3;99940000;CENTRO;RUA;;SETE DE SETEMBRO;4;;;;;;;;;;;;-28.053419;-51.856583;1;1;;;;;102
72781813;43;4309803;430980305;43098030500;430980305000008P;15;14;99940000;CENTRO;RUA;;D;0;SN;;;;;;;;;;;-28.049328;-51.862528;1;5;POSTO DE SAUDE;1;;;
72781813;43;4309803;430980305;43098030500;430980305000008P;15;14;99940000;CENTRO;RUA;;D;0;SN;;;;;;;;;;;-28.049328;-51.862528;1;6;GINASIO DE ESPORTES;1;;;
208661181;43;4309803;430980305;43098030500;430980305000005P;0;7;99940000;LINHA ROSSI;ESTRADA;;IBIACA A RIO TELHA;0;SN;;;;;;;;;;;-28.074297;-51.862642;1;6;BRITADOR PEDREIRA;1;;;
72782127;43;4309803;430980305;43098030500;430980305000009P;31;3;99940000;CENTRO;RUA;;SETE DE SETEMBRO;5;;;;;;;;;;;;-28.053406;-51.856447;1;1;;;;;102
72783113;43;4309803;430980305;43098030500;430980305000005P;0;7;99940000;LINHA ROSSI;ESTRADA;;IBIACA A RIO TELHA;0;SN;;;;;;;;;;;-28.075860;-51.862670;1;1;;;;;101
72783113;43;4309803;430980305;43098030500;430980305000005P;0;7;99940000;LINHA ROSSI;ESTRADA;;IBIACA A RIO TELHA;0;SN;;;;;;;;;;;-28.075860;-51.862670;1;3;;1;;;
72781935;43;4309803;430980305;43098030500;430980305000009P;22;1;99940000;CENTRO;RUA;;SETE DE SETEMBRO;0;SN;FRENTE;;;;;;;;;;-28.053227;-51.857657;1;1;;;;;101
72781934;43;4309803;430980305;43098030500;430980305000009P;22;1;99940000;CENTRO;RUA;;SETE DE SETEMBRO;0;SN;FUNDOS;;;;;;;;;;-28.053097;-51.857768;1;6;BAR;1;;;
210946652;43;4309803;430980305;43098030500;430980305000006P;0;50;99940000;ARACA ALTO;ESTRADA;;RS 467 IBIACA A TAPEJARA;0;SN;;;;;;;;;;;-28.049727;-51.888384;1;1;;;;;101
72781976;43;4309803;430980305;43098030500;430980305000009P;24;1;99940000;CENTRO;RUA;;SETE DE SETEMBRO;424;;;;;;;;;;;;-28.053948;-51.855607;1;1;;;;;101
72781973;43;4309803;430980305;43098030500;430980305000009P;24;1;99940000;CENTRO;RUA;;SETE DE SETEMBRO;0;SN;;;;;;;;;;;-28.054353;-51.855922;1;1;;;;;101
72781975;43;4309803;430980305;43098030500;430980305000009P;24;1;99940000;CENTRO;RUA;;SETE DE SETEMBRO;436;;;;;;;;;;;;-28.053891;-51.855730;1;1;;;;;101
72781978;43;4309803;430980305;43098030500;430980305000009P;24;1;99940000;CENTRO;RUA;;SETE DE SETEMBRO;378;;SOBRADO;;;;;;;;;;-28.054151;-51.855181;1;1;;;;;101
72781977;43;4309803;430980305;43098030500;430980305000009P;24;1;99940000;CENTRO;RUA;;SETE DE SETEMBRO;0;SN;TERREO;;;;;;;;;;-28.054030;-51.855423;1;6;AUTO ELETRICA;1;;;
72781974;43;4309803;430980305;43098030500;430980305000009P;24;1;99940000;CENTRO;RUA;;SETE DE SETEMBRO;446;;;;;;;;;;;;-28.054506;-51.855986;1;1;;;;;101
72783343;43;4309803;430980310;43098031000;430980310000001P;3;5;99943000;RIO TELHA;RUA;;C;0;SN;;;;;;;;;;;-28.139244;-51.863246;1;1;;;;;101
72783343;43;4309803;430980310;43098031000;430980310000001P;3;5;99943000;RIO TELHA;RUA;;C;0;SN;;;;;;;;;;;-28.139244;-51.863246;1;3;AGRICULTURA;1;;;
72781557;43;4309803;430980305;43098030500;430980305000009P;5;3;99940000;CENTRO;RUA;;SETE DE SETEMBRO;207;;;;;;;;;;;;-28.054656;-51.853475;1;1;;;;;101
72781558;43;4309803;430980305;43098030500;430980305000009P;5;3;99940000;CENTRO;RUA;;SETE DE SETEMBRO;118;;PORAO;;;;;;;;;;-28.054572;-51.853494;1;6;LOJA DE CONFECCOES QUATRO ESTACOES;1;;;
72781559;43;4309803;430980305;43098030500;430980305000009P;5;3;99940000;CENTRO;RUA;;SETE DE SETEMBRO;118;;;;;;;;;;;;-28.054475;-51.853687;1;1;;;;;101
72782067;43;4309803;430980305;43098030500;430980305000009P;26;6;99940000;CENTRO;RUA;;SETE DE SETEMBRO;488;;FUNDOS;;;;;;;;;;-28.053415;-51.855586;1;1;;;;;101
72782068;43;4309803;430980305;43098030500;430980305000009P;26;6;99940000;CENTRO;RUA;;SETE DE SETEMBRO;423;;;;;;;;;;;;-28.053822;-51.855526;1;1;;;;;101
72782070;43;4309803;430980305;43098030500;430980305000009P;26;6;99940000;CENTRO;RUA;;SETE DE SETEMBRO;435;;;;;;;;;;;;-28.053738;-51.855738;1;1;;;;;101
224368401;43;4309803;430980305;43098030500;430980305000009P;26;6;99940000;CENTRO;RUA;;SETE DE SETEMBRO;0;SN;;;;;;;;;;;-28.053740;-51.855884;1;6;CHAPEACAO;1;;;
72781555;43;4309803;430980305;43098030500;430980305000009P;5;3;99940000;CENTRO;RUA;;SETE DE SETEMBRO;173;;;;;;;;;;;;-28.054682;-51.853210;1;1;;;;;101
72781554;43;4309803;430980305;43098030500;430980305000009P;5;3;99940000;CENTRO;RUA;;SETE DE SETEMBRO;155;;;;;;;;;;;;-28.054789;-51.852942;1;6;METALURGICA FAVARETTO;1;;;
72781553;43;4309803;430980305;43098030500;430980305000009P;5;3;99940000;CENTRO;RUA;;SETE DE SETEMBRO;85;;;;;;;;;;;;-28.054794;-51.852782;1;1;;;;;101
72782066;43;4309803;430980305;43098030500;430980305000009P;26;6;99940000;CENTRO;RUA;;SETE DE SETEMBRO;395;;;;;;;;;;;;-28.053910;-51.855337;1;6;OFICINA MECANICA;1;;;
72782069;43;4309803;430980305;43098030500;430980305000009P;26;6;99940000;CENTRO;RUA;;SETE DE SETEMBRO;429;;;;;;;;;;;;-28.053804;-51.855583;1;1;;;;;101
72781556;43;4309803;430980305;43098030500;430980305000009P;5;3;99940000;CENTRO;RUA;;SETE DE SETEMBRO;195;;;;;;;;;;;;-28.054611;-51.853477;1;1;;;;;101
72781997;43;4309803;430980305;43098030500;430980305000009P;25;1;99940000;CENTRO;RUA;;SETE DE SETEMBRO;290;;;;;;;;;;;;-28.054435;-51.854366;1;1;;;;;101
72781817;43;4309803;430980305;43098030500;430980305000008P;15;15;99940000;CENTRO;RUA;;D;27;;;;;;;;;;;;-28.049302;-51.862384;1;1;;;;;102
72781818;43;4309803;430980305;43098030500;430980305000008P;15;15;99940000;CENTRO;RUA;;D;26;;;;;;;;;;;;-28.049171;-51.862399;1;1;;;;;102
72781819;43;4309803;430980305;43098030500;430980305000008P;15;15;99940000;CENTRO;RUA;;D;25;;;;;;;;;;;;-28.049075;-51.862390;1;1;;;;;102
72781816;43;4309803;430980305;43098030500;430980305000008P;15;15;99940000;CENTRO;RUA;;D;28;;;;;;;;;;;;-28.049378;-51.862373;1;1;;;;;102
72781815;43;4309803;430980305;43098030500;430980305000008P;15;15;99940000;CENTRO;RUA;;D;29;;;;;;;;;;;;-28.049474;-51.862353;1;1;;;;;102
72781814;43;4309803;430980305;43098030500;430980305000008P;15;15;99940000;CENTRO;RUA;;D;30;;;;;;;;;;;;-28.049575;-51.862353;1;1;;;;;102
72781520;43;4309803;430980305;43098030500;430980305000009P;2;3;99940000;CENTRO;RUA;;VINTE;236;;;;;;;;;;;;-28.051511;-51.852499;1;1;;;;;101
113127973;43;4309803;430980315;43098031500;430980315000004P;0;66;99940000;SAGRADO MIGNONI;ESTRADA;;PARA VILA VITORIA;0;SN;;;;;;;;;;;-28.202064;-51.748126;1;3;;1;;;
72781519;43;4309803;430980305;43098030500;430980305000009P;2;3;99940000;CENTRO;RUA;;VINTE;80;;CASA;AMARELA;;;;;;;;;-28.051719;-51.851895;1;1;;;;;101
224368098;43;4309803;430980305;43098030500;430980305000009P;2;3;99940000;CENTRO;RUA;;VINTE;220;;;;;;;;;;;;-28.051417;-51.852714;1;1;;;;;101
72783183;43;4309803;430980305;43098030500;430980305000006P;0;44;99940000;ARACA BAIXO;ESTRADA;SANTA;BARBARA;0;SN;;;;;;;;;;;-28.016267;-51.907807;1;1;;;;;101
72781912;43;4309803;430980305;43098030500;430980305000008P;18;3;99940000;CENTRO;AVENIDA;;MARIA PANSERA;1115;;;;;;;;;;;;-28.053613;-51.862545;1;1;;;;;101
72781914;43;4309803;430980305;43098030500;430980305000008P;18;3;99940000;CENTRO;AVENIDA;;MARIA PANSERA;0;SN;;;;;;;;;;;-28.053735;-51.861856;1;1;;;;;101
208814379;43;4309803;430980305;43098030500;430980305000008P;18;3;99940000;CENTRO;AVENIDA;;MARIA PANSERA;1093;;;;;;;;;;;;-28.053704;-51.862215;1;1;;;;;101
72781913;43;4309803;430980305;43098030500;430980305000008P;18;3;99940000;CENTRO;AVENIDA;;MARIA PANSERA;1081;;;;;;;;;;;;-28.053722;-51.862068;1;1;;;;;101
208814389;43;4309803;430980305;43098030500;430980305000008P;19;3;99940000;CENTRO;AVENIDA;;MARIA PANSERA;913;;;;;;;;;;;;-28.054248;-51.860674;1;1;;;;;101
208814387;43;4309803;430980305;43098030500;430980305000008P;19;3;99940000;CENTRO;AVENIDA;;MARIA PANSERA;225;;;;;;;;;;;;-28.054263;-51.860360;1;1;;;;;101
108847292;43;4309803;430980305;43098030500;430980305000002P;17;2;99940000;CENTRO;RUA;SAO;JOAO;1625;;;;;;;;;;;;-28.059998;-51.853852;1;1;;;;;101
72782472;43;4309803;430980305;43098030500;430980305000002P;17;2;99940000;CENTRO;RUA;SAO;JOAO;0;SN;;;;;;;;;;;-28.059800;-51.853768;1;1;;;;;101
72782474;43;4309803;430980305;43098030500;430980305000002P;17;2;99940000;CENTRO;RUA;SAO;JOAO;1666;;;;;;;;;;;;-28.060238;-51.853990;1;1;;;;;101
224559854;43;4309803;430980305;43098030500;430980305000002P;17;2;99940000;CENTRO;RUA;SAO;JOAO;0;SN;;;;;;;;;;;-28.059682;-51.853686;1;7;;;1;1;
72782473;43;4309803;430980305;43098030500;430980305000002P;17;2;99940000;CENTRO;RUA;SAO;JOAO;1649;;;;;;;;;;;;-28.060042;-51.853912;1;1;;;;;101
220187547;43;4309803;430980305;43098030500;430980305000003P;30;2;99940000;CENTRO;RUA;;SEM DENOMINACAO;494;;;;;;;;;;;;-28.056713;-51.864956;1;1;;;;;101
220187550;43;4309803;430980305;43098030500;430980305000003P;30;2;99940000;CENTRO;RUA;;SEM DENOMINACAO;494;;;;;;;;;;;;-28.056771;-51.865133;1;1;;;;;101
208814296;43;4309803;430980305;43098030500;430980305000008P;15;28;99940000;CENTRO;AVENIDA;;MARIA PANSERA;1193;;;;;;;;;;;;-28.053351;-51.863203;1;1;;;;;101
72781865;43;4309803;430980305;43098030500;430980305000008P;15;28;99940000;CENTRO;AVENIDA;;MARIA PANSERA;1237;;;;;;;;;;;;-28.053182;-51.863564;1;1;;;;;101
208814294;43;4309803;430980305;43098030500;430980305000008P;15;28;99940000;CENTRO;AVENIDA;;MARIA PANSERA;1179;;;;;;;;;;;;-28.053400;-51.862981;1;1;;;;;101
72782460;43;4309803;430980305;43098030500;430980305000002P;15;4;99940000;CENTRO;RUA;SAO;JOAO;1674;;;;;;;;;;;;-28.060336;-51.853850;1;1;;;;;101
220186929;43;4309803;430980305;43098030500;430980305000003P;7;18;99940000;CENTRO;RUA;;SEM DENOMINACAO;0;SN;;;;;;;;;;;-28.055659;-51.861424;1;1;;;;;101
220186926;43;4309803;430980305;43098030500;430980305000003P;7;18;99940000;CENTRO;RUA;;SEM DENOMINACAO;55;;;;;;;;;;;;-28.055596;-51.861384;1;1;;;;;101
113128264;43;4309803;430980315;43098031500;430980315000004P;0;58;99940000;VILA VITORIA;ESTRADA;;PARA VILA VITORIA;0;SN;;;;;;;;;;;-28.183572;-51.737655;1;3;;1;;;
213451774;43;4309803;430980315;43098031500;430980315000004P;0;58;99940000;VILA VITORIA;ESTRADA;;PARA VILA VITORIA;0;SN;;;;;;;;;;;-28.182100;-51.766829;1;1;;;;;101
213451775;43;4309803;430980315;43098031500;430980315000004P;0;58;99940000;VILA VITORIA;ESTRADA;;PARA VILA VITORIA;0;SN;;;;;;;;;;;-28.184611;-51.774160;1;1;;;;;101
213451778;43;4309803;430980315;43098031500;430980315000004P;0;58;99940000;VILA VITORIA;ESTRADA;;PARA VILA VITORIA;0;SN;;;;;;;;;;;-28.189806;-51.781857;1;1;;;;;101
213451785;43;4309803;430980315;43098031500;430980315000004P;0;58;99940000;VILA VITORIA;ESTRADA;;PARA VILA VITORIA;0;SN;;;;;;;;;;;-28.189253;-51.762336;1;1;;;;;101
213451786;43;4309803;430980315;43098031500;430980315000004P;0;58;99940000;VILA VITORIA;ESTRADA;;PARA VILA VITORIA;0;SN;;;;;;;;;;;-28.189292;-51.762478;1;1;;;;;101
213451787;43;4309803;430980315;43098031500;430980315000004P;0;58;99940000;VILA VITORIA;ESTRADA;;PARA VILA VITORIA;0;SN;;;;;;;;;;;-28.183527;-51.751440;1;1;;;;;101
220187485;43;4309803;430980305;43098030500;430980305000003P;25;4;99940000;CENTRO;RUA;;SEM DENOMINACAO;17;;;;;;;;;;;;-28.057681;-51.865292;1;1;;;;;101
